Median House Price,Median Income,Median Age,Total Rooms,Total Bedrooms,Population,Total Houses,Latitude,Longitude,Rate
122000,3.95,11,2310,420,1310,418,38.7,-121,Cheap
128000,4.52,14,4590,774,2470,782,38.7,-121,Cheap
102000,4.38,18,4000,744,2070,660,38.7,-121,Cheap
125000,4.36,17,3210,551,1880,562,38.7,-121,Cheap
118000,3.24,16,2970,578,1370,480,38.7,-121,Cheap
126000,3.07,16,3590,642,1740,629,38.7,-121,Cheap
118000,2.79,15,2230,421,1000,417,38.7,-121,Cheap
123000,4.69,15,3140,509,1640,544,38.7,-121,Cheap
146000,3.59,25,1250,207,587,217,38.7,-121,Cheap
131000,2.84,10,3910,890,1900,798,38.7,-121,Cheap
91600,3.14,21,3460,706,1610,704,38.7,-121,Cheap
136000,4.16,26,1390,226,807,244,38.7,-121,Cheap
130000,1.96,17,2680,704,1410,659,38.7,-121,Cheap
125000,2.59,17,2770,584,1280,568,38.7,-121,Cheap
116000,4.82,27,2000,353,970,343,38.7,-121,Cheap
115000,4.04,31,2530,479,1400,467,38.7,-121,Cheap
133000,3.54,12,5100,1090,2030,1070,38.7,-121,Cheap
135000,3.7,13,2140,429,779,432,38.7,-121,Cheap
82500,2.1,16,5180,1270,2180,1150,38.7,-121,Cheap
134000,3.86,22,1190,207,545,223,38.7,-121,Cheap
120000,3.07,15,4020,850,2070,814,38.7,-121,Cheap
141000,5.28,19,2660,438,1250,454,38.7,-121,Cheap
143000,4.85,20,1230,208,649,211,38.7,-121,Cheap
117000,3.32,32,2920,492,1290,454,38.7,-121,Cheap
125000,4.2,23,2150,340,1020,349,38.7,-121,Cheap
145000,4.65,16,3750,586,1820,590,38.7,-121,Cheap
146000,4.45,16,3390,597,1670,568,38.7,-121,Cheap
133000,2.75,4,3080,827,1200,683,38.7,-121,Cheap
167000,5.71,13,3240,488,1590,480,38.7,-121,Cheap
144000,4.25,16,3260,533,1790,543,38.7,-121,Cheap
137000,5.26,17,3920,638,1810,564,38.7,-121,Cheap
135000,4.56,17,3050,481,1490,489,38.7,-121,Cheap
113000,4.16,24,1010,185,606,194,38.7,-121,Cheap
136000,3.74,20,1400,236,676,236,38.7,-121,Cheap
136000,4.97,15,1500,243,730,242,38.7,-121,Cheap
167000,5.21,13,4260,619,1950,622,38.7,-121,Cheap
276000,6.19,13,503,70,267,77,38.7,-121,Expensive
244000,4.23,14,6160,1030,2410,941,38.7,-121,Expensive
142000,4.23,18,1830,313,905,361,38.7,-121,Cheap
149000,2.52,16,3190,886,1550,802,38.7,-121,Cheap
124000,4.08,8,1150,241,447,216,38.7,-121,Cheap
112000,2.74,15,2120,524,866,519,38.7,-121,Cheap
129000,3.89,15,1700,346,723,352,38.7,-121,Cheap
147000,3.75,16,3470,615,1480,601,38.7,-121,Cheap
160000,5.48,23,1730,264,833,258,38.7,-121,Cheap
159000,4.36,29,1090,174,430,174,38.7,-121,Cheap
144000,1.86,20,1880,378,921,360,38.7,-121,Cheap
131000,3.65,20,1990,363,889,346,38.7,-121,Cheap
163000,5.22,15,6840,941,3170,926,38.7,-121,Cheap
143000,4.46,16,4080,666,1910,652,38.7,-121,Cheap
143000,4.3,14,3710,637,1850,635,38.7,-121,Cheap
147000,4.38,9,7810,1350,3280,1180,38.7,-121,Cheap
243000,5.69,5,7140,1230,2620,1140,38.7,-121,Expensive
391000,3.23,11,4420,723,1520,627,38.7,-121,Expensive
275000,6.35,7,7100,970,2770,920,38.7,-121,Expensive
132000,4.32,28,2970,471,1380,463,38.7,-121,Cheap
138000,2.72,26,3080,607,1600,595,38.7,-121,Cheap
139000,3.45,10,6260,1280,2950,1170,38.7,-121,Cheap
215000,4.47,23,1840,273,818,276,38.7,-121,Expensive
171000,4.85,18,4950,714,2230,675,38.7,-121,Cheap
149000,3.92,19,5270,849,2360,849,38.7,-121,Cheap
133000,3.9,27,5270,971,2430,948,38.7,-121,Cheap
132000,4.02,28,3560,589,1740,581,38.7,-121,Cheap
144000,3.49,9,2200,422,938,369,38.7,-121,Cheap
146000,4.11,11,5500,956,2830,946,38.7,-121,Cheap
131000,4.05,20,1410,226,700,227,38.7,-121,Cheap
112000,3.05,19,2990,626,1610,605,38.7,-121,Cheap
147000,4.82,16,1750,284,773,277,38.7,-121,Cheap
115000,2.98,26,1550,287,773,299,38.7,-121,Cheap
171000,4.69,10,3880,668,1630,593,38.7,-121,Cheap
179000,6.12,26,1940,286,769,274,38.7,-121,Cheap
205000,5.47,17,1610,217,732,241,38.7,-121,Expensive
225000,6.14,52,240,44,6680,29,38.7,-121,Expensive
293000,2.52,15,3080,557,1040,562,38.7,-121,Expensive
122000,3,37,1250,267,686,256,38.7,-121,Cheap
116000,2.33,42,2100,480,945,426,38.7,-121,Cheap
159000,3.78,21,6200,1220,2830,1180,38.7,-121,Cheap
190000,5.02,6,9800,1550,4580,1490,38.7,-121,Expensive
132000,3.12,21,3520,667,1690,655,38.7,-121,Cheap
223000,6.25,2,12400,1750,4440,1470,38.7,-121,Expensive
213000,4.2,8,530,109,398,96,38.5,-121,Expensive
263000,6.89,6,6870,959,2350,931,38.5,-121,Expensive
203000,3.66,16,2570,441,1040,428,38.5,-121,Expensive
273000,7.26,4,11000,1570,3860,1490,38.6,-121,Expensive
55000,2.23,25,394,94,155,83,38.6,-121,Cheap
113000,2.7,35,7090,1280,4890,1270,38.5,-121,Cheap
102000,3.17,35,3300,560,1450,536,38.6,-121,Cheap
136000,3.68,21,9770,1780,4670,1710,38.6,-121,Cheap
124000,2.5,24,4380,910,2150,812,38.6,-121,Cheap
133000,3.97,17,13600,2470,6540,2360,38.6,-121,Cheap
117000,4.32,25,2710,464,1420,490,38.6,-121,Cheap
103000,3.39,32,9530,1820,4950,1710,38.6,-121,Cheap
95600,2.77,13,2320,539,1070,497,38.6,-121,Cheap
96100,2.74,22,2940,619,1500,561,38.6,-121,Cheap
103000,2.47,23,2550,504,1240,469,38.6,-121,Cheap
111000,4.45,26,1810,299,963,317,38.6,-121,Cheap
116000,2.95,17,6660,1370,2840,1300,38.6,-121,Cheap
112000,3.17,25,1120,198,564,213,38.6,-121,Cheap
113000,3.12,17,1670,378,848,351,38.6,-121,Cheap
109000,4.09,29,1280,225,600,223,38.6,-121,Cheap
128000,5.31,15,3370,499,1730,470,38.6,-121,Cheap
109000,3.31,17,3610,682,1690,666,38.6,-121,Cheap
101000,3.69,25,692,146,504,167,38.6,-121,Cheap
109000,4.58,18,1170,186,614,192,38.6,-121,Cheap
104000,2.97,13,4720,1090,2420,1060,38.5,-121,Cheap
165000,3.1,18,224,38,95,41,38.5,-121,Cheap
91300,2.38,19,2650,680,1420,579,38.6,-121,Cheap
90700,2.65,16,1540,364,1130,375,38.6,-121,Cheap
113000,2.5,10,2420,580,962,497,38.6,-121,Cheap
113000,3.52,9,2750,521,1660,565,38.6,-121,Cheap
102000,2.5,22,1230,253,733,250,38.6,-121,Cheap
150000,2.37,17,1620,350,706,338,38.6,-121,Cheap
92500,3.05,3,4190,1140,2080,995,38.6,-121,Cheap
95600,3.66,19,2460,470,1350,480,38.6,-121,Cheap
89600,2.11,25,3000,718,1660,613,38.6,-121,Cheap
92400,2.9,29,2750,563,1620,525,38.6,-121,Cheap
119000,2.99,12,2980,628,1440,593,38.6,-121,Cheap
114000,4.14,11,2840,498,1700,504,38.5,-121,Cheap
116000,3.57,12,16200,3360,8660,3230,38.5,-121,Cheap
114000,2.95,19,6310,1170,3010,1110,38.6,-121,Cheap
136000,2.66,16,3900,896,1760,855,38.6,-121,Cheap
118000,2.77,18,2130,363,815,347,38.6,-121,Cheap
130000,5.65,26,1790,244,653,235,38.6,-121,Cheap
140000,4.51,16,2630,491,1270,485,38.6,-121,Cheap
134000,5.09,17,1610,258,748,262,38.6,-121,Cheap
135000,4.46,14,5740,1010,2730,983,38.6,-121,Cheap
123000,3.99,18,4480,780,2210,775,38.5,-121,Cheap
127000,5.04,22,2610,411,1220,407,38.5,-121,Cheap
119000,2.8,33,1190,198,554,191,38.5,-121,Cheap
132000,5.06,16,2280,370,1200,371,38.6,-121,Cheap
138000,5.29,17,6230,938,3060,947,38.6,-121,Cheap
126000,4.58,21,2710,432,1290,440,38.5,-121,Cheap
32500,1.83,20,1230,332,667,288,38.6,-121,Cheap
52500,2.09,27,1830,509,852,450,38.6,-121,Cheap
158000,4.15,19,822,134,457,133,38.5,-121,Cheap
158000,4.22,29,2340,391,1050,352,38.5,-121,Cheap
131000,4.37,4,21000,3390,10300,3090,38.5,-121,Cheap
146000,4.56,4,14400,2280,6580,2140,38.5,-121,Cheap
238000,5.44,3,2700,384,990,316,38.4,-121,Expensive
210000,5.88,19,2780,414,1320,404,38.4,-121,Expensive
144000,4.39,2,6990,1130,2820,984,38.5,-121,Cheap
241000,5.75,14,3210,465,1440,456,38.4,-121,Expensive
248000,5.82,17,4400,655,1970,639,38.4,-121,Expensive
188000,5.18,6,3250,465,1170,345,38.4,-121,Expensive
126000,3.56,14,3730,685,1740,646,38.4,-121,Cheap
91200,3.33,18,2640,502,1760,541,38.4,-121,Cheap
150000,4.76,7,6090,921,2920,886,38.4,-121,Cheap
139000,4.45,10,3430,629,1540,587,38.4,-121,Cheap
154000,4.88,15,4160,637,1720,616,38.4,-121,Cheap
144000,6.26,15,1880,254,893,256,38.4,-121,Cheap
94400,3.17,11,2320,459,1370,424,38.4,-121,Cheap
144000,4.17,18,4810,849,2330,843,38.4,-121,Cheap
148000,5.24,10,5120,763,2570,758,38.4,-121,Cheap
241000,7.03,10,1030,153,478,155,38.4,-121,Expensive
176000,3.89,14,2630,463,1400,432,38.4,-121,Cheap
214000,4.7,14,2660,441,1280,422,38.4,-121,Expensive
219000,4.54,20,2050,339,934,336,38.4,-121,Expensive
192000,4.53,17,2190,386,1150,372,38.4,-121,Expensive
152000,4.41,17,1140,202,626,178,38.3,-121,Cheap
158000,4.2,14,1360,247,695,224,38.3,-121,Cheap
160000,3.98,20,1730,307,999,305,38.3,-121,Cheap
145000,4.41,20,1310,229,712,219,38.3,-121,Cheap
157000,4.81,11,1550,260,793,233,38.3,-121,Cheap
82000,3.22,17,2760,557,1990,530,38.3,-121,Cheap
170000,4.43,14,980,171,659,183,38.3,-121,Cheap
155000,1.95,16,1710,391,687,378,38.3,-121,Cheap
105000,3.21,19,1400,276,901,290,38.3,-121,Cheap
88300,1.88,22,1770,396,1010,420,38.3,-121,Cheap
135000,4.12,4,6130,1060,3080,953,38.3,-121,Cheap
86100,2.57,27,2480,548,1700,517,38.3,-121,Cheap
121000,4.05,8,10500,1780,6000,1690,38.5,-121,Cheap
97800,2.33,11,5670,1510,3420,1300,38.5,-121,Cheap
100000,4.06,18,1380,235,818,262,38.5,-121,Cheap
96200,4.35,21,1790,291,988,301,38.5,-121,Cheap
95900,4.16,16,1220,223,787,233,38.5,-121,Cheap
109000,3.36,5,5670,1180,3140,1130,38.5,-121,Cheap
104000,3.55,10,4450,897,2500,884,38.5,-121,Cheap
154000,4.95,3,39300,6210,16300,5360,38.4,-121,Cheap
163000,3.08,24,1610,277,1970,250,38.3,-121,Cheap
138000,4.45,32,1440,261,629,249,38.4,-121,Cheap
72900,2,36,1210,255,569,256,38.3,-122,Cheap
92500,2.86,47,1400,254,630,218,38.3,-122,Cheap
137000,2.97,43,1910,327,996,314,38.3,-122,Cheap
52800,1.65,52,910,212,429,212,38.3,-122,Cheap
163000,2.44,36,1400,264,700,244,38.2,-122,Cheap
89700,3.34,19,4900,1080,2150,905,38.1,-122,Cheap
374000,5.83,17,3610,593,1730,559,36.9,-121,Expensive
294000,4.03,21,2470,473,1750,451,36.9,-121,Expensive
266000,4.65,27,2050,417,1230,336,36.9,-121,Expensive
194000,2.67,23,3360,725,1860,651,36.9,-122,Expensive
210000,2.63,36,1020,168,602,169,36.9,-122,Expensive
242000,4.78,21,3420,624,1860,595,36.9,-122,Expensive
363000,4.23,20,1350,230,731,217,36.8,-122,Expensive
146000,3.14,11,1610,335,1620,342,36.9,-121,Cheap
225000,2.68,41,440,106,389,94,36.9,-121,Expensive
146000,2.88,11,1710,394,1470,372,36.9,-121,Cheap
157000,2.66,50,2670,613,1770,555,36.9,-121,Cheap
137000,2.96,52,1860,400,1220,367,36.8,-121,Cheap
155000,3.09,40,2350,536,1430,535,36.8,-121,Cheap
192000,3.7,23,1770,356,1110,338,36.8,-121,Expensive
145000,1.94,36,1260,270,910,255,36.9,-121,Cheap
192000,3.73,13,4120,782,2900,747,36.9,-121,Expensive
218000,4.19,6,3770,669,2060,648,36.8,-121,Expensive
243000,3.57,11,2000,382,1020,358,36.8,-121,Expensive
221000,3.64,17,2630,512,1490,481,36.8,-121,Expensive
216000,4.76,14,3660,612,1950,600,36.8,-121,Expensive
208000,3.07,11,3700,739,1750,654,36.8,-121,Expensive
180000,4,7,1640,338,1140,331,36.8,-121,Cheap
171000,2.31,7,1630,325,677,304,36.9,-121,Cheap
203000,3.63,30,516,90,288,95,36.8,-121,Expensive
291000,5.09,7,4610,741,1660,720,36.8,-121,Expensive
337000,4.15,15,2640,429,1290,357,36.8,-121,Expensive
100000,2.21,23,395,70,166,52,36.7,-121,Cheap
225000,3.23,52,1690,301,618,239,36.5,-121,Expensive
290000,6.13,4,22100,3520,10500,3260,34,-118,Expensive
500000,8.44,2,556,63,179,54,34,-118,Expensive
207000,5.78,14,5620,861,3110,821,34,-118,Expensive
292000,6.72,3,9660,1390,2500,856,34,-118,Expensive
255000,5.65,4,9760,1750,4660,1580,34,-118,Expensive
188000,5.23,16,13300,2060,6930,2020,34,-118,Expensive
137000,3.85,10,10900,2280,6470,2200,34,-118,Cheap
252000,6.21,4,8300,1330,3940,1240,33.9,-118,Expensive
427000,7.58,13,984,127,364,119,34,-118,Expensive
184000,5.12,40,1090,213,457,190,33.9,-118,Expensive
140000,2.73,28,1440,295,724,262,34.1,-118,Cheap
107000,3.78,10,1980,454,1120,389,34.1,-118,Cheap
122000,3.63,25,1720,331,1100,324,34.1,-118,Cheap
134000,2.6,29,1280,283,1220,316,34.1,-118,Cheap
129000,3.89,31,1840,380,1190,357,34.1,-118,Cheap
143000,4.52,30,4260,773,2130,730,34.1,-118,Cheap
131000,3.71,35,3220,559,1970,550,34.1,-118,Cheap
136000,3.86,34,4060,739,2470,753,34.1,-118,Cheap
128000,3.23,14,4140,886,2030,788,34.1,-118,Cheap
139000,3.6,24,1950,362,1290,364,34.1,-118,Cheap
137000,4.14,33,4670,791,2770,784,34.1,-118,Cheap
128000,3.8,33,1550,288,1330,303,34.1,-118,Cheap
114000,2.8,29,873,226,649,198,34.1,-118,Cheap
144000,2.55,25,1880,433,1340,417,34.1,-118,Cheap
150000,2.3,25,2050,609,2270,564,34.1,-118,Cheap
95300,2.91,7,732,145,431,132,34.1,-118,Cheap
91300,1.47,27,2130,628,1970,534,34.1,-118,Cheap
188000,2.54,25,1860,463,1070,374,34,-118,Expensive
129000,4.33,10,1880,366,1060,363,34,-118,Cheap
163000,4.74,24,2830,470,1820,471,34,-118,Cheap
160000,3.63,16,1460,295,912,331,34.1,-118,Cheap
131000,2.57,20,2280,444,1550,481,34,-118,Cheap
104000,2.73,31,2220,526,1660,472,34,-118,Cheap
107000,4.06,8,1840,409,1240,394,34,-118,Cheap
183000,4.01,5,4460,896,2030,881,34,-118,Expensive
163000,3.6,13,5300,1030,2870,984,34,-118,Cheap
222000,4.63,20,1950,310,1050,312,34,-118,Expensive
232000,2.98,17,4100,733,1860,713,34,-118,Expensive
162000,5.6,17,2900,476,1650,479,34,-118,Cheap
237000,6.6,17,1780,262,860,256,34,-118,Expensive
213000,4.13,36,2340,392,1210,388,34,-118,Expensive
180000,5.48,15,4360,690,2410,666,34,-118,Cheap
225000,5.73,5,3760,580,2340,648,34,-118,Expensive
112000,2.58,28,707,154,561,129,34,-118,Cheap
193000,5.7,15,4910,711,2710,762,34,-118,Expensive
158000,3.64,17,12700,2430,7340,2230,34,-118,Cheap
164000,3.43,11,3470,749,2160,676,34,-118,Cheap
166000,4.71,20,8560,1410,4860,1450,34,-118,Cheap
124000,3.04,16,2860,668,1950,591,34,-118,Cheap
163000,3.42,20,6370,1410,3690,1350,34,-118,Cheap
124000,3.21,20,7330,1560,5720,1540,34,-118,Cheap
95600,2.3,30,2600,573,2170,518,34,-118,Cheap
214000,4.17,24,1030,189,486,204,34.1,-118,Expensive
360000,8.53,25,3430,485,1280,438,34.1,-118,Expensive
393000,6.46,16,2900,404,1170,379,34.1,-118,Expensive
286000,6.78,4,4080,578,2000,580,34.1,-118,Expensive
277000,6.95,4,4790,695,1870,659,34.1,-118,Expensive
325000,7.08,11,3630,469,1490,463,34.1,-118,Expensive
311000,6.94,8,1690,253,857,251,34.1,-118,Expensive
396000,8.01,20,2520,311,965,285,34.1,-118,Expensive
354000,8.66,16,2200,287,949,289,34.1,-118,Expensive
345000,7.96,8,2920,371,1270,354,34.1,-118,Expensive
304000,7.72,10,2850,362,1220,355,34.1,-118,Expensive
307000,6.38,17,3230,405,1290,407,34.1,-118,Expensive
192000,5.35,15,3160,495,1150,473,34.1,-118,Expensive
254000,6.08,19,4000,554,1520,509,34.1,-118,Expensive
391000,8.82,22,2270,278,933,305,34.1,-118,Expensive
407000,8.48,9,3880,490,1820,490,34.1,-118,Expensive
256000,5.93,24,2120,296,913,302,34.1,-118,Expensive
243000,6.21,17,3010,427,1290,406,34.1,-118,Expensive
227000,6.08,4,4320,775,1480,663,34.1,-118,Expensive
203000,5.84,18,3610,534,1680,480,34.1,-118,Expensive
177000,3.62,29,2930,634,1710,623,34.1,-118,Cheap
147000,2.59,16,2130,420,932,379,34.1,-118,Cheap
166000,4.3,30,2670,428,1400,456,34.1,-118,Cheap
119000,2.69,16,2430,522,794,491,34.1,-118,Cheap
259000,5.72,16,2180,321,1130,350,34.1,-118,Expensive
209000,5.53,16,3190,471,1410,464,34.1,-118,Expensive
251000,6.12,16,3850,541,1730,497,34.1,-118,Expensive
231000,5.07,19,3450,661,1640,580,34.1,-118,Expensive
239000,6.56,27,2300,340,1070,369,34.1,-118,Expensive
234000,5.34,28,2790,370,1140,385,34.1,-118,Expensive
138000,2.61,17,3760,1040,1720,847,34.1,-118,Cheap
163000,2.83,11,7390,1800,3840,1620,34.1,-118,Cheap
174000,3.88,28,1260,248,601,219,34.1,-118,Cheap
156000,4.34,19,2970,605,1330,573,34.1,-118,Cheap
136000,3.6,19,1690,365,622,322,34.1,-118,Cheap
145000,3.46,37,1970,345,939,358,34.1,-118,Cheap
150000,2.24,26,1860,553,1110,536,34.1,-118,Cheap
106000,2.47,30,1460,341,1010,345,34.1,-118,Cheap
149000,2.98,22,1550,334,773,316,34.1,-118,Cheap
101000,2.73,17,4420,1260,2420,1090,34.1,-118,Cheap
166000,3.67,26,1150,200,593,188,34.1,-118,Cheap
163000,3.23,20,2460,496,1120,458,34.1,-118,Cheap
152000,3.04,23,1430,313,954,319,34.1,-118,Cheap
146000,4.4,33,2450,396,1210,412,34.1,-118,Cheap
159000,5.13,20,3220,516,1660,524,34.1,-118,Cheap
244000,6.15,17,1870,311,831,262,34.1,-118,Expensive
193000,4.46,31,2560,414,1200,435,34.1,-118,Expensive
123000,2.66,15,4800,1210,2550,1060,34.1,-118,Cheap
114000,2.68,8,3560,890,2250,765,34.1,-118,Cheap
121000,3.05,34,2840,659,1820,631,34.1,-118,Cheap
116000,2.71,46,1210,281,701,294,34.1,-118,Cheap
116000,3.03,44,1530,337,831,326,34.1,-118,Cheap
139000,2.72,44,2810,585,1440,550,34.1,-118,Cheap
137000,3.35,21,5660,1190,3070,1060,34.1,-118,Cheap
137000,3.1,28,2460,492,1230,498,34.1,-118,Cheap
123000,3.5,29,1840,388,1280,368,34.1,-118,Cheap
135000,1.78,24,2630,692,2200,647,34.1,-118,Cheap
121000,4.04,32,1780,314,1070,302,34.1,-118,Cheap
166000,4.72,35,2620,391,1070,391,34.1,-118,Cheap
145000,3.38,38,2750,572,1410,483,34.1,-118,Cheap
140000,2.95,37,2450,511,1170,504,34.1,-118,Cheap
115000,2.22,24,4040,952,2170,859,34.1,-118,Cheap
137000,2.87,36,2070,408,964,395,34.1,-118,Cheap
138000,2.59,33,2080,409,1010,375,34.1,-118,Cheap
141000,3.3,36,1490,236,623,261,34.1,-118,Cheap
157000,3.92,33,3660,590,1770,615,34.1,-118,Cheap
130000,3.4,37,2580,468,1280,428,34.1,-118,Cheap
123000,3.21,43,1970,379,1040,391,34.1,-118,Cheap
144000,3.38,52,2260,439,1030,437,34.1,-118,Cheap
158000,5.47,40,1610,258,624,242,34.1,-118,Cheap
118000,3.5,35,1250,241,729,253,34.1,-118,Cheap
123000,2.45,33,1990,455,1370,475,34.1,-118,Cheap
112000,3.84,38,1810,371,1260,354,34.1,-118,Cheap
107000,3.44,39,2650,511,1540,495,34.1,-118,Cheap
127000,3.39,15,4060,811,2880,734,34.1,-118,Cheap
116000,3.16,30,1370,235,1050,225,34.1,-118,Cheap
126000,2.9,19,3490,816,2820,688,34.1,-118,Cheap
132000,4.01,26,3270,595,2260,566,34.1,-118,Cheap
112000,3.13,22,2630,631,1680,557,34.1,-118,Cheap
136000,4.49,24,2800,554,2060,529,34.1,-118,Cheap
129000,3.02,20,3550,736,2230,681,34.1,-118,Cheap
136000,4.42,23,1950,362,1480,383,34.1,-118,Cheap
144000,4.62,11,2000,391,1500,426,34.1,-118,Cheap
159000,4.71,12,4430,822,2400,843,34.1,-118,Cheap
160000,4.91,15,2700,460,1430,449,34.1,-118,Cheap
113000,1.45,35,2500,651,1180,591,34.1,-118,Cheap
117000,1.92,52,1040,252,558,231,34.1,-118,Cheap
113000,2.09,41,465,130,349,138,34.1,-118,Cheap
129000,2.57,16,6010,1600,5110,1390,34.1,-118,Cheap
98100,2.28,30,2790,713,2650,693,34.1,-118,Cheap
111000,2.84,38,2450,544,1820,536,34.1,-118,Cheap
108000,2.69,52,1640,372,1270,355,34.1,-118,Cheap
110000,2.46,26,1590,429,1180,365,34.1,-118,Cheap
91800,1.61,39,1410,339,1490,336,34.1,-118,Cheap
90500,2.25,41,1170,334,1480,334,34.1,-118,Cheap
79200,1.73,43,763,219,851,198,34.1,-118,Cheap
85700,1.97,50,637,143,590,147,34.1,-118,Cheap
88300,2.36,39,1210,310,1290,303,34.1,-118,Cheap
104000,2.33,36,2340,520,2140,523,34,-118,Cheap
109000,2.54,33,960,216,831,222,34,-118,Cheap
114000,3.63,6,5130,1120,2530,949,34,-118,Cheap
162000,4.66,16,3260,501,1970,535,34,-118,Cheap
148000,4.79,16,2080,348,1330,356,34,-118,Cheap
148000,3.65,14,2640,525,2020,511,34,-118,Cheap
151000,3.93,15,3390,653,2040,611,34,-118,Cheap
160000,4.21,10,3660,695,2080,663,34,-118,Cheap
168000,3.21,6,2830,628,1720,589,34,-118,Cheap
194000,5.26,13,2300,374,1280,378,34,-118,Expensive
99700,3.06,13,1540,383,776,358,34,-118,Cheap
187000,3.91,27,574,103,321,103,34,-118,Expensive
159000,4.4,9,2110,411,1140,389,34,-118,Cheap
186000,5.75,14,2140,345,1150,352,34,-118,Expensive
179000,4.89,16,3040,524,1520,475,34,-118,Cheap
208000,6.75,11,3360,504,1690,482,34,-118,Expensive
149000,3.45,15,4420,903,2370,858,34,-118,Cheap
100000,2.5,28,2360,607,2620,592,34,-118,Cheap
96900,3.01,32,1130,251,1380,268,34,-118,Cheap
95700,2.19,27,1410,362,1680,350,34,-118,Cheap
137000,4.83,11,2050,382,1040,371,34,-118,Cheap
103000,2.47,21,1800,507,2560,484,34,-118,Cheap
159000,4.18,10,3190,579,2090,549,34,-118,Cheap
158000,4.06,10,4890,930,2640,831,34,-118,Cheap
175000,5.62,13,4860,729,2780,723,34,-118,Cheap
195000,5.56,9,4270,587,2280,589,34,-118,Expensive
176000,4.83,15,3940,661,2240,621,34,-118,Cheap
164000,5.04,16,2040,325,1210,324,34,-118,Cheap
170000,3.81,15,1790,346,1220,328,34,-118,Cheap
160000,5.28,16,2100,348,1310,356,34,-118,Cheap
175000,5.57,16,1500,232,918,239,34,-118,Cheap
104000,2.83,33,883,211,1010,210,34,-118,Cheap
150000,3.17,8,4120,766,1790,745,34,-118,Cheap
202000,5.54,12,5620,871,3020,782,34,-118,Expensive
417000,2.13,6,248,47,119,42,34,-118,Expensive
500000,3.97,25,352,41,99,34,34,-118,Expensive
275000,7.72,8,63,9,25,7,34,-118,Expensive
181000,2.44,29,1010,152,513,149,34,-118,Expensive
201000,5.41,5,1390,236,855,270,34,-118,Expensive
225000,2.73,26,1230,199,717,204,34,-118,Expensive
183000,4.26,36,447,95,2890,85,33.9,-118,Expensive
245000,4,2,7540,1520,2800,1000,34,-118,Expensive
343000,5.49,3,12800,2220,4250,1500,34.1,-118,Expensive
225000,5.94,5,6140,879,2800,781,34.1,-118,Expensive
182000,5.13,4,17600,2820,7770,2470,34.1,-118,Expensive
132000,3.92,16,2110,374,1460,399,34.1,-118,Cheap
192000,4.64,21,2460,381,1090,327,34.1,-118,Expensive
192000,5.29,2,12000,1800,4440,1300,34.1,-118,Expensive
315000,4.1,2,718,98,119,50,34.2,-118,Expensive
206000,5.36,3,5710,919,2870,886,34.1,-118,Expensive
361000,7.83,10,9470,1180,3820,1120,34.2,-118,Expensive
232000,5.37,7,11800,1750,5500,1600,34.1,-118,Expensive
312000,6.51,16,13600,1700,5670,1670,34.1,-118,Expensive
246000,5.52,14,15800,2490,7360,2410,34.1,-118,Expensive
165000,4.46,21,8420,1390,4310,1340,34.1,-118,Cheap
157000,4.7,17,6710,1200,3950,1160,34.1,-118,Cheap
170000,3.85,10,20300,3920,9720,3740,34.1,-118,Cheap
158000,4.75,14,11600,2060,6440,2010,34.1,-118,Cheap
156000,4.89,18,6030,1060,3360,1030,34.1,-118,Cheap
179000,4.72,4,6960,1270,3460,1230,34.1,-118,Cheap
181000,3.8,4,5350,1210,2990,1100,34.1,-118,Expensive
133000,3.6,9,19000,4100,10300,3830,34.1,-118,Cheap
139000,2.36,17,3650,1040,1990,895,34.1,-118,Cheap
128000,3.52,4,6360,1580,3360,1400,34.1,-118,Cheap
101000,1.95,27,754,200,746,185,34.1,-118,Cheap
120000,3.98,16,2400,465,1760,500,34.1,-118,Cheap
119000,3.15,4,2150,580,1080,441,34.1,-118,Cheap
161000,5.08,16,3440,562,2130,564,34,-118,Cheap
153000,4.79,14,1460,261,881,245,34,-118,Cheap
175000,5.27,4,6000,1090,3180,1040,34,-118,Cheap
159000,4.67,5,6930,1310,3850,1290,34,-118,Cheap
116000,2.94,18,5610,1300,4030,1150,34.1,-118,Cheap
103000,3.79,5,2190,488,1380,458,34.1,-118,Cheap
142000,4.83,4,11600,1800,5800,1710,34.1,-117,Cheap
134000,3.21,7,5950,1070,3570,1070,34.1,-117,Cheap
119000,3.64,16,5060,965,3390,878,34.1,-117,Cheap
116000,0.89,10,714,131,381,119,34.1,-117,Cheap
141000,4.18,6,10600,1770,5690,1560,34.1,-117,Cheap
93500,2.58,35,908,226,667,203,34.1,-117,Cheap
109000,1.96,7,1760,473,1060,328,34.1,-117,Cheap
102000,3.55,8,4710,963,3310,988,34.1,-117,Cheap
99200,3.64,32,3170,630,2610,580,34.1,-117,Cheap
98600,3.18,32,1650,328,1120,290,34.1,-117,Cheap
90600,2.58,30,2290,531,1800,503,34.1,-117,Cheap
121000,3.66,18,3830,750,2770,702,34.1,-117,Cheap
113000,3,19,3160,572,2480,642,34.1,-117,Cheap
117000,3.92,28,1920,382,1570,340,34.1,-117,Cheap
106000,3.1,17,1830,390,1250,357,34.1,-117,Cheap
113000,1.6,24,1020,227,568,187,34.1,-117,Cheap
143000,2.91,27,2530,495,1310,436,34.1,-117,Cheap
196000,4.34,24,2830,478,1580,435,34.1,-117,Expensive
