Median House Price,Median Income,Median Age,Total Rooms,Total Bedrooms,Population,Total Houses,Latitude,Longitude
159000.00,2.32,43.00,1690.00,446.00,1590.00,474.00,34.00,-118.00
146000.00,1.28,48.00,284.00,104.00,422.00,119.00,34.00,-118.00
165000.00,1.86,43.00,1500.00,419.00,1730.00,440.00,34.00,-118.00
152000.00,2.43,35.00,1920.00,520.00,2100.00,541.00,34.00,-118.00
165000.00,2.14,41.00,679.00,184.00,788.00,185.00,34.00,-118.00
155000.00,2.29,32.00,1120.00,328.00,1270.00,302.00,34.00,-118.00
153000.00,2.30,35.00,2130.00,650.00,2250.00,587.00,34.00,-118.00
161000.00,2.04,35.00,2130.00,614.00,2380.00,618.00,34.00,-118.00
154000.00,3.35,42.00,618.00,163.00,680.00,179.00,33.90,-118.00
158000.00,4.04,45.00,1820.00,408.00,1710.00,373.00,33.90,-118.00
144000.00,2.45,40.00,2230.00,594.00,2240.00,580.00,33.90,-118.00
156000.00,2.84,41.00,1810.00,442.00,1630.00,443.00,33.90,-118.00
179000.00,3.28,44.00,1440.00,271.00,850.00,269.00,34.00,-118.00
161000.00,3.37,45.00,1870.00,371.00,1320.00,382.00,33.90,-118.00
168000.00,3.38,45.00,1400.00,315.00,1110.00,311.00,33.90,-118.00
165000.00,3.08,41.00,1370.00,309.00,1240.00,312.00,34.00,-118.00
148000.00,2.39,42.00,1650.00,463.00,1560.00,436.00,34.00,-118.00
169000.00,3.51,44.00,1410.00,298.00,1200.00,307.00,33.90,-118.00
172000.00,3.74,45.00,1570.00,328.00,1320.00,300.00,33.90,-118.00
160000.00,2.50,43.00,1930.00,511.00,1900.00,493.00,33.90,-118.00
152000.00,2.64,40.00,979.00,296.00,934.00,292.00,34.00,-118.00
162000.00,2.72,42.00,2310.00,685.00,2610.00,673.00,34.00,-118.00
179000.00,4.77,32.00,2210.00,456.00,1270.00,484.00,33.90,-118.00
180000.00,3.74,35.00,757.00,151.00,474.00,132.00,33.90,-118.00
184000.00,3.47,44.00,1340.00,245.00,968.00,240.00,33.90,-118.00
152000.00,2.91,39.00,2120.00,579.00,1990.00,528.00,34.00,-118.00
168000.00,3.53,42.00,2610.00,610.00,2060.00,616.00,34.00,-118.00
165000.00,2.70,43.00,2720.00,612.00,2340.00,570.00,33.90,-118.00
166000.00,4.64,17.00,1150.00,209.00,499.00,202.00,33.90,-118.00
182000.00,1.91,23.00,1990.00,584.00,1380.00,535.00,34.00,-118.00
172000.00,4.37,36.00,2450.00,503.00,1530.00,498.00,33.90,-118.00
167000.00,3.15,43.00,2100.00,398.00,1280.00,387.00,33.90,-118.00
161000.00,3.59,44.00,1370.00,277.00,899.00,271.00,33.90,-118.00
162000.00,2.96,41.00,1810.00,408.00,1150.00,374.00,33.90,-118.00
171000.00,3.11,39.00,1160.00,273.00,877.00,305.00,33.90,-118.00
136000.00,3.27,32.00,2040.00,519.00,2280.00,480.00,33.90,-118.00
137000.00,2.46,29.00,749.00,185.00,708.00,196.00,33.90,-118.00
140000.00,2.08,36.00,1360.00,314.00,1470.00,300.00,33.90,-118.00
123000.00,2.16,31.00,1520.00,400.00,1820.00,398.00,33.90,-118.00
147000.00,2.43,35.00,952.00,271.00,949.00,261.00,33.90,-118.00
144000.00,3.47,40.00,1330.00,276.00,1230.00,278.00,33.90,-118.00
146000.00,3.19,42.00,1830.00,391.00,1610.00,377.00,33.90,-118.00
149000.00,3.44,40.00,1930.00,417.00,1780.00,419.00,33.90,-118.00
146000.00,3.17,44.00,1610.00,345.00,1230.00,342.00,33.90,-118.00
139000.00,3.10,43.00,2340.00,487.00,1730.00,449.00,33.90,-118.00
139000.00,3.09,42.00,1410.00,314.00,1430.00,322.00,33.90,-118.00
147000.00,3.53,38.00,1630.00,307.00,1280.00,295.00,33.90,-118.00
163000.00,2.19,34.00,892.00,318.00,1440.00,341.00,33.90,-118.00
141000.00,2.77,34.00,710.00,205.00,1130.00,233.00,33.90,-118.00
152000.00,1.97,30.00,2830.00,862.00,3650.00,883.00,33.90,-118.00
131000.00,2.17,36.00,2210.00,634.00,2340.00,553.00,33.90,-118.00
133000.00,2.28,33.00,2740.00,801.00,3420.00,741.00,33.90,-118.00
146000.00,2.63,41.00,857.00,201.00,934.00,227.00,33.90,-118.00
139000.00,2.52,36.00,1190.00,345.00,1190.00,295.00,33.90,-118.00
121000.00,2.70,36.00,1340.00,382.00,1770.00,393.00,33.90,-118.00
109000.00,2.77,39.00,354.00,73.00,184.00,58.00,33.90,-118.00
130000.00,3.02,39.00,1920.00,483.00,2290.00,470.00,33.90,-118.00
115000.00,2.59,40.00,930.00,258.00,1200.00,244.00,33.90,-118.00
95100.00,1.49,23.00,545.00,131.00,610.00,126.00,33.90,-118.00
93200.00,2.07,30.00,1150.00,260.00,1220.00,210.00,33.90,-118.00
125000.00,2.20,30.00,443.00,170.00,903.00,189.00,33.90,-118.00
118000.00,2.51,41.00,619.00,138.00,636.00,145.00,33.90,-118.00
133000.00,2.58,37.00,1710.00,403.00,1840.00,410.00,33.90,-118.00
117000.00,3.04,35.00,1670.00,445.00,1870.00,412.00,33.90,-118.00
132000.00,1.90,28.00,2950.00,1000.00,4550.00,930.00,33.90,-118.00
125000.00,3.45,43.00,1200.00,256.00,1250.00,262.00,33.90,-118.00
105000.00,1.40,37.00,239.00,49.00,308.00,52.00,33.90,-118.00
96700.00,1.74,35.00,1150.00,277.00,909.00,214.00,33.90,-118.00
107000.00,1.22,32.00,2700.00,640.00,1950.00,613.00,33.90,-118.00
90600.00,2.75,19.00,325.00,74.00,354.00,87.00,33.90,-118.00
97400.00,2.45,42.00,328.00,100.00,605.00,87.00,33.90,-118.00
106000.00,2.24,44.00,1080.00,210.00,601.00,182.00,33.90,-118.00
90000.00,2.85,38.00,180.00,43.00,246.00,56.00,33.90,-118.00
83100.00,3.29,27.00,581.00,135.00,647.00,131.00,33.90,-118.00
102000.00,2.05,42.00,763.00,191.00,754.00,174.00,33.90,-118.00
96500.00,2.09,46.00,723.00,154.00,411.00,165.00,33.90,-118.00
95900.00,2.54,44.00,1740.00,363.00,1180.00,343.00,33.90,-118.00
92600.00,2.00,44.00,1140.00,235.00,747.00,225.00,33.90,-118.00
105000.00,1.98,42.00,3320.00,682.00,2110.00,632.00,33.90,-118.00
121000.00,2.89,44.00,892.00,139.00,440.00,159.00,33.90,-118.00
93300.00,1.92,34.00,1180.00,260.00,1170.00,244.00,33.90,-118.00
107000.00,2.75,35.00,1820.00,374.00,1440.00,372.00,33.90,-118.00
110000.00,3.00,39.00,1470.00,302.00,1040.00,318.00,33.90,-118.00
105000.00,3.06,37.00,742.00,151.00,729.00,144.00,33.90,-118.00
101000.00,2.63,42.00,1790.00,358.00,1320.00,373.00,33.90,-118.00
124000.00,2.73,37.00,3020.00,547.00,1720.00,512.00,33.90,-118.00
111000.00,1.17,32.00,2240.00,471.00,1290.00,467.00,33.90,-118.00
138000.00,4.47,32.00,1970.00,397.00,1350.00,370.00,33.90,-118.00
181000.00,4.28,21.00,6110.00,1130.00,3240.00,1110.00,33.90,-118.00
89500.00,2.43,42.00,1390.00,320.00,1160.00,319.00,33.90,-118.00
112000.00,4.02,38.00,1570.00,318.00,981.00,318.00,33.90,-118.00
111000.00,2.01,22.00,894.00,232.00,754.00,222.00,33.90,-118.00
124000.00,4.10,36.00,949.00,164.00,502.00,163.00,33.90,-118.00
119000.00,3.11,36.00,1950.00,365.00,1130.00,374.00,33.90,-118.00
113000.00,2.55,36.00,1140.00,231.00,614.00,227.00,33.90,-118.00
110000.00,3.49,35.00,1480.00,272.00,963.00,292.00,33.90,-118.00
102000.00,2.44,39.00,935.00,210.00,711.00,193.00,33.90,-118.00
92800.00,2.59,33.00,954.00,241.00,655.00,218.00,33.90,-118.00
93100.00,1.90,39.00,967.00,256.00,903.00,256.00,33.90,-118.00
88200.00,1.47,40.00,972.00,240.00,761.00,225.00,33.90,-118.00
103000.00,1.88,38.00,745.00,152.00,721.00,160.00,33.90,-118.00
104000.00,2.71,36.00,1450.00,316.00,1290.00,314.00,33.90,-118.00
94300.00,1.72,37.00,1610.00,377.00,1530.00,375.00,33.90,-118.00
96100.00,3.28,40.00,1770.00,369.00,1120.00,324.00,33.90,-118.00
104000.00,1.18,32.00,1740.00,430.00,1700.00,386.00,33.90,-118.00
88200.00,2.17,34.00,661.00,146.00,742.00,143.00,33.90,-118.00
88900.00,2.59,33.00,677.00,182.00,984.00,174.00,33.90,-118.00
90300.00,3.12,34.00,789.00,200.00,1040.00,191.00,33.90,-118.00
89100.00,3.03,27.00,1690.00,393.00,1890.00,373.00,33.90,-118.00
89300.00,2.00,32.00,1260.00,333.00,1790.00,346.00,33.90,-118.00
89200.00,2.62,31.00,571.00,153.00,841.00,158.00,33.90,-118.00
84700.00,2.08,34.00,1060.00,276.00,1220.00,250.00,33.90,-118.00
98800.00,1.64,24.00,1560.00,406.00,1670.00,361.00,33.90,-118.00
100000.00,2.14,23.00,926.00,409.00,1860.00,408.00,33.90,-118.00
105000.00,2.64,24.00,1550.00,391.00,1810.00,388.00,33.90,-118.00
110000.00,1.78,26.00,2420.00,632.00,2600.00,583.00,33.90,-118.00
110000.00,3.66,38.00,796.00,159.00,679.00,167.00,33.90,-118.00
103000.00,1.52,28.00,1850.00,500.00,2260.00,473.00,33.90,-118.00
105000.00,2.12,26.00,1000.00,275.00,1180.00,263.00,33.90,-118.00
105000.00,2.08,35.00,2420.00,579.00,2010.00,540.00,33.90,-118.00
102000.00,1.96,41.00,941.00,233.00,973.00,253.00,33.90,-118.00
106000.00,1.41,35.00,1650.00,424.00,1790.00,388.00,33.90,-118.00
116000.00,1.73,30.00,1010.00,260.00,1110.00,238.00,33.90,-118.00
130000.00,3.67,36.00,414.00,104.00,477.00,130.00,33.90,-118.00
141000.00,3.28,45.00,1280.00,253.00,1030.00,248.00,33.90,-118.00
156000.00,3.15,39.00,1050.00,217.00,895.00,207.00,33.90,-118.00
133000.00,2.71,37.00,1070.00,265.00,1200.00,250.00,33.90,-118.00
151000.00,3.30,41.00,1720.00,363.00,1430.00,326.00,33.90,-118.00
115000.00,3.20,36.00,602.00,150.00,645.00,145.00,33.90,-118.00
128000.00,3.01,41.00,1260.00,299.00,1540.00,322.00,33.90,-118.00
134000.00,2.06,36.00,1140.00,238.00,878.00,224.00,33.90,-118.00
128000.00,2.64,43.00,1530.00,357.00,1510.00,376.00,33.90,-118.00
117000.00,2.77,33.00,915.00,225.00,826.00,212.00,33.90,-118.00
116000.00,3.31,35.00,915.00,241.00,1150.00,252.00,33.90,-118.00
132000.00,2.01,35.00,2700.00,748.00,2940.00,706.00,33.90,-118.00
118000.00,3.59,43.00,1380.00,278.00,1490.00,298.00,33.90,-118.00
105000.00,2.78,33.00,1440.00,322.00,1300.00,299.00,33.90,-118.00
118000.00,2.88,36.00,2280.00,499.00,1840.00,462.00,33.90,-118.00
105000.00,2.32,36.00,1070.00,271.00,1390.00,288.00,33.90,-118.00
106000.00,2.57,32.00,2760.00,652.00,2680.00,632.00,33.90,-118.00
113000.00,2.00,36.00,2330.00,543.00,2070.00,494.00,33.90,-118.00
99500.00,2.11,31.00,886.00,224.00,1150.00,247.00,33.90,-118.00
107000.00,2.04,32.00,1700.00,438.00,1640.00,376.00,33.90,-118.00
105000.00,2.53,37.00,2390.00,568.00,2500.00,551.00,33.90,-118.00
103000.00,2.21,34.00,1550.00,444.00,2090.00,413.00,33.90,-118.00
114000.00,2.93,38.00,4020.00,986.00,3700.00,927.00,33.90,-118.00
108000.00,2.72,40.00,2540.00,564.00,2170.00,541.00,33.90,-118.00
116000.00,4.36,42.00,1250.00,225.00,929.00,235.00,33.90,-118.00
114000.00,2.74,39.00,1570.00,364.00,1390.00,360.00,33.90,-118.00
121000.00,2.21,42.00,1740.00,370.00,1100.00,297.00,33.90,-118.00
119000.00,3.12,43.00,1810.00,357.00,1340.00,358.00,33.90,-118.00
111000.00,3.48,45.00,1210.00,234.00,1130.00,261.00,33.90,-118.00
119000.00,3.45,38.00,929.00,166.00,686.00,183.00,33.90,-118.00
127000.00,2.18,29.00,1980.00,444.00,1250.00,371.00,33.90,-118.00
138000.00,2.12,26.00,266.00,75.00,252.00,59.00,33.90,-118.00
120000.00,2.13,41.00,990.00,228.00,776.00,207.00,33.90,-118.00
95200.00,2.74,37.00,797.00,190.00,485.00,166.00,33.90,-118.00
127000.00,2.25,36.00,873.00,240.00,1090.00,217.00,33.90,-118.00
133000.00,2.14,16.00,5000.00,1180.00,4150.00,1160.00,33.90,-118.00
101000.00,2.62,34.00,1480.00,332.00,1170.00,322.00,33.90,-118.00
103000.00,2.74,27.00,500.00,159.00,732.00,162.00,33.90,-118.00
98400.00,1.94,22.00,312.00,107.00,583.00,119.00,33.90,-118.00
97900.00,2.35,40.00,1800.00,496.00,2100.00,468.00,33.90,-118.00
101000.00,1.81,31.00,2140.00,522.00,2280.00,519.00,33.90,-118.00
96800.00,1.64,34.00,2460.00,553.00,2330.00,502.00,33.90,-118.00
88800.00,2.47,28.00,1110.00,284.00,1500.00,289.00,33.90,-118.00
113000.00,3.41,45.00,1290.00,238.00,840.00,211.00,33.90,-118.00
103000.00,2.34,38.00,2060.00,442.00,1520.00,425.00,33.90,-118.00
93600.00,2.38,35.00,1080.00,247.00,1060.00,243.00,33.90,-118.00
92600.00,1.21,39.00,642.00,129.00,475.00,123.00,33.90,-118.00
106000.00,1.96,37.00,2120.00,442.00,1370.00,406.00,33.90,-118.00
98000.00,2.83,40.00,1310.00,272.00,901.00,257.00,33.90,-118.00
106000.00,3.38,38.00,1200.00,223.00,733.00,206.00,33.90,-118.00
91500.00,2.45,35.00,1580.00,391.00,1960.00,404.00,33.90,-118.00
98300.00,2.18,32.00,1130.00,266.00,1210.00,279.00,33.90,-118.00
112000.00,2.46,41.00,1480.00,286.00,1090.00,278.00,33.90,-118.00
116000.00,3.90,36.00,406.00,71.00,268.00,77.00,33.90,-118.00
104000.00,2.68,34.00,1370.00,288.00,1180.00,286.00,33.90,-118.00
110000.00,2.85,36.00,2230.00,417.00,1400.00,381.00,33.90,-118.00
121000.00,3.57,36.00,923.00,165.00,603.00,191.00,33.90,-118.00
111000.00,2.48,37.00,1840.00,366.00,1210.00,351.00,33.90,-118.00
98600.00,2.21,37.00,1030.00,217.00,1040.00,254.00,33.90,-118.00
103000.00,2.96,37.00,1040.00,213.00,699.00,196.00,33.90,-118.00
106000.00,3.31,36.00,1530.00,309.00,1150.00,279.00,33.90,-118.00
105000.00,3.24,39.00,1760.00,320.00,1060.00,322.00,33.90,-118.00
109000.00,3.10,40.00,519.00,102.00,330.00,95.00,33.90,-118.00
137000.00,5.56,36.00,1210.00,222.00,775.00,224.00,33.90,-118.00
102000.00,2.13,37.00,1150.00,280.00,1020.00,250.00,33.90,-118.00
103000.00,1.66,35.00,998.00,313.00,1340.00,311.00,33.90,-118.00
95100.00,2.19,35.00,1260.00,344.00,1780.00,343.00,33.90,-118.00
110000.00,2.67,35.00,842.00,201.00,763.00,189.00,33.90,-118.00
114000.00,3.04,41.00,1940.00,367.00,1200.00,323.00,33.90,-118.00
118000.00,3.17,36.00,2600.00,514.00,1870.00,514.00,33.90,-118.00
204000.00,5.19,16.00,8730.00,1490.00,3940.00,1490.00,33.90,-118.00
193000.00,5.97,25.00,9590.00,1490.00,5240.00,1500.00,33.90,-118.00
207000.00,5.33,25.00,1110.00,207.00,888.00,216.00,33.80,-118.00
213000.00,4.84,22.00,7370.00,1370.00,4720.00,1340.00,33.80,-118.00
208000.00,3.81,19.00,1730.00,420.00,1030.00,364.00,33.80,-118.00
169000.00,4.25,18.00,6810.00,1260.00,3700.00,1220.00,33.90,-118.00
186000.00,6.05,26.00,3020.00,476.00,1850.00,452.00,33.90,-118.00
207000.00,5.29,25.00,2320.00,326.00,1090.00,328.00,33.90,-118.00
198000.00,5.54,24.00,9070.00,1340.00,4560.00,1330.00,33.90,-118.00
167000.00,4.35,33.00,1690.00,333.00,1480.00,318.00,33.90,-118.00
169000.00,3.75,29.00,2590.00,489.00,2120.00,475.00,33.90,-118.00
197000.00,6.58,26.00,1100.00,167.00,701.00,188.00,33.90,-118.00
181000.00,5.14,27.00,489.00,98.00,403.00,97.00,33.90,-118.00
188000.00,3.86,27.00,2330.00,533.00,1700.00,546.00,33.80,-118.00
194000.00,3.47,18.00,5920.00,1410.00,3890.00,1320.00,33.80,-118.00
163000.00,3.51,11.00,2270.00,617.00,1900.00,622.00,33.80,-118.00
183000.00,3.50,33.00,896.00,208.00,843.00,200.00,33.80,-118.00
218000.00,5.06,34.00,2620.00,558.00,1400.00,515.00,33.80,-118.00
238000.00,4.74,23.00,3630.00,799.00,2320.00,731.00,33.80,-118.00
217000.00,4.14,24.00,4090.00,893.00,2820.00,893.00,33.80,-118.00
205000.00,4.17,26.00,4590.00,1040.00,3680.00,1030.00,33.80,-118.00
219000.00,3.44,21.00,4380.00,901.00,2690.00,913.00,33.80,-118.00
218000.00,5.05,19.00,7020.00,1540.00,3990.00,1410.00,33.80,-118.00
329000.00,4.53,21.00,9940.00,1620.00,4190.00,1580.00,33.80,-118.00
218000.00,5.38,30.00,3620.00,760.00,2810.00,752.00,33.80,-118.00
212000.00,5.20,29.00,2760.00,508.00,2050.00,488.00,33.80,-118.00
167000.00,4.40,36.00,1590.00,334.00,1430.00,320.00,33.80,-118.00
174000.00,4.37,33.00,1600.00,337.00,1650.00,329.00,33.80,-118.00
191000.00,5.23,37.00,943.00,218.00,803.00,216.00,33.80,-118.00
114000.00,3.93,10.00,1880.00,571.00,1770.00,553.00,33.80,-118.00
165000.00,3.86,42.00,865.00,208.00,811.00,218.00,33.80,-118.00
191000.00,4.48,38.00,1610.00,337.00,1130.00,334.00,33.80,-118.00
200000.00,4.25,39.00,1360.00,249.00,763.00,229.00,33.80,-118.00
216000.00,4.85,28.00,4700.00,902.00,3290.00,881.00,33.80,-118.00
209000.00,3.92,24.00,6300.00,1280.00,3730.00,1250.00,33.80,-118.00
176000.00,4.55,28.00,880.00,168.00,717.00,142.00,33.80,-118.00
201000.00,4.35,28.00,2150.00,415.00,1620.00,429.00,33.80,-118.00
187000.00,3.17,34.00,1120.00,245.00,717.00,242.00,33.80,-118.00
185000.00,3.55,24.00,3060.00,729.00,2060.00,629.00,33.80,-118.00
202000.00,4.13,28.00,1640.00,434.00,1580.00,420.00,33.80,-118.00
117000.00,3.65,28.00,5090.00,1070.00,4750.00,1030.00,33.80,-118.00
192000.00,4.45,28.00,4110.00,861.00,3210.00,841.00,33.80,-118.00
166000.00,3.46,28.00,822.00,205.00,627.00,192.00,33.80,-118.00
168000.00,4.02,35.00,1130.00,273.00,1010.00,269.00,33.80,-118.00
160000.00,4.07,38.00,1930.00,429.00,1360.00,399.00,33.80,-118.00
160000.00,4.45,42.00,1370.00,299.00,1020.00,328.00,33.80,-118.00
174000.00,3.91,44.00,1790.00,404.00,1120.00,358.00,33.80,-118.00
175000.00,3.71,43.00,1430.00,272.00,871.00,276.00,33.80,-118.00
176000.00,2.88,38.00,793.00,193.00,601.00,187.00,33.80,-118.00
172000.00,4.13,5.00,906.00,187.00,1450.00,158.00,33.90,-118.00
158000.00,3.71,39.00,859.00,164.00,673.00,172.00,33.90,-118.00
158000.00,3.52,39.00,1480.00,324.00,1130.00,320.00,33.90,-118.00
158000.00,3.69,38.00,1340.00,282.00,1010.00,269.00,33.90,-118.00
166000.00,4.54,39.00,1630.00,322.00,1030.00,328.00,33.90,-118.00
174000.00,3.62,36.00,1560.00,320.00,1350.00,314.00,33.90,-118.00
167000.00,3.72,34.00,2120.00,437.00,1410.00,442.00,33.90,-118.00
173000.00,3.56,33.00,2260.00,511.00,1630.00,457.00,33.90,-118.00
165000.00,3.22,34.00,1560.00,375.00,1180.00,337.00,33.90,-118.00
171000.00,4.70,36.00,2380.00,419.00,1670.00,444.00,33.90,-118.00
167000.00,4.85,36.00,847.00,185.00,713.00,194.00,33.90,-118.00
171000.00,4.57,36.00,1230.00,211.00,711.00,219.00,33.90,-118.00
169000.00,5.31,33.00,879.00,181.00,547.00,169.00,33.90,-118.00
168000.00,3.55,31.00,1980.00,419.00,1160.00,390.00,33.90,-118.00
175000.00,4.14,37.00,1950.00,356.00,1180.00,338.00,33.90,-118.00
172000.00,4.08,35.00,2020.00,383.00,1390.00,386.00,33.90,-118.00
175000.00,4.38,36.00,1120.00,217.00,707.00,234.00,33.90,-118.00
167000.00,3.14,33.00,1470.00,325.00,1210.00,335.00,33.90,-118.00
151000.00,4.30,32.00,1020.00,190.00,729.00,177.00,33.90,-118.00
157000.00,4.18,34.00,1410.00,263.00,983.00,264.00,33.90,-118.00
189000.00,3.16,33.00,639.00,129.00,460.00,118.00,33.90,-118.00
186000.00,4.58,35.00,1620.00,302.00,845.00,284.00,33.90,-118.00
197000.00,3.73,34.00,3640.00,781.00,2170.00,720.00,34.00,-118.00
204000.00,4.57,27.00,1670.00,365.00,995.00,354.00,34.00,-118.00
261000.00,4.80,36.00,2050.00,334.00,1110.00,363.00,34.00,-118.00
454000.00,6.18,34.00,1950.00,284.00,841.00,277.00,33.90,-118.00
452000.00,6.43,34.00,2320.00,334.00,941.00,356.00,34.00,-118.00
400000.00,6.75,34.00,1720.00,279.00,617.00,252.00,34.00,-118.00
191000.00,3.18,33.00,3100.00,839.00,2030.00,750.00,34.00,-118.00
191000.00,4.63,38.00,1300.00,264.00,877.00,275.00,34.00,-118.00
262000.00,4.39,29.00,2780.00,582.00,1280.00,550.00,34.00,-118.00
291000.00,5.75,35.00,1600.00,280.00,802.00,280.00,34.00,-118.00
297000.00,6.07,34.00,2860.00,451.00,1240.00,466.00,34.00,-118.00
246000.00,4.41,38.00,2110.00,348.00,956.00,350.00,34.00,-118.00
267000.00,4.85,36.00,1430.00,235.00,698.00,240.00,34.00,-118.00
197000.00,3.20,35.00,708.00,145.00,471.00,153.00,34.00,-118.00
252000.00,4.70,36.00,1760.00,295.00,837.00,267.00,34.00,-118.00
266000.00,4.47,36.00,1930.00,341.00,958.00,335.00,34.00,-118.00
255000.00,4.00,38.00,1040.00,202.00,557.00,228.00,34.00,-118.00
277000.00,4.05,34.00,2740.00,541.00,1330.00,503.00,34.00,-118.00
254000.00,4.56,35.00,1500.00,250.00,706.00,250.00,34.00,-118.00
242000.00,5.40,34.00,1740.00,297.00,823.00,292.00,34.00,-118.00
327000.00,3.90,37.00,1710.00,333.00,778.00,344.00,34.00,-118.00
294000.00,6.77,44.00,1810.00,338.00,822.00,314.00,34.00,-118.00
300000.00,6.86,42.00,1410.00,228.00,630.00,219.00,34.00,-118.00
302000.00,5.20,37.00,1460.00,243.00,600.00,236.00,34.00,-118.00
282000.00,3.66,36.00,1940.00,355.00,891.00,348.00,34.00,-118.00
286000.00,3.11,33.00,2420.00,485.00,1400.00,477.00,34.00,-118.00
263000.00,4.00,31.00,1050.00,230.00,686.00,211.00,34.00,-118.00
270000.00,5.05,36.00,2750.00,459.00,1210.00,452.00,34.00,-118.00
324000.00,5.25,35.00,1810.00,313.00,825.00,316.00,33.90,-118.00
265000.00,2.73,33.00,2390.00,576.00,1170.00,548.00,33.90,-118.00
265000.00,3.55,34.00,522.00,138.00,373.00,139.00,33.90,-118.00
230000.00,3.11,24.00,6660.00,1850.00,3790.00,1740.00,34.00,-118.00
284000.00,3.84,35.00,2670.00,493.00,1200.00,488.00,33.90,-118.00
245000.00,4.44,37.00,1430.00,262.00,786.00,256.00,33.90,-118.00
255000.00,5.03,32.00,2100.00,378.00,1040.00,385.00,33.90,-118.00
271000.00,3.33,31.00,2210.00,519.00,1050.00,472.00,33.90,-118.00
283000.00,4.67,33.00,2210.00,393.00,973.00,364.00,33.90,-118.00
297000.00,5.16,36.00,1950.00,319.00,909.00,325.00,33.90,-118.00
163000.00,3.20,17.00,1210.00,347.00,736.00,342.00,33.90,-118.00
184000.00,2.59,27.00,6340.00,1630.00,4670.00,1510.00,33.90,-118.00
188000.00,3.09,27.00,580.00,143.00,466.00,133.00,33.90,-118.00
177000.00,2.49,28.00,3070.00,864.00,1930.00,835.00,33.90,-118.00
202000.00,3.52,38.00,2040.00,458.00,1780.00,445.00,33.90,-118.00
202000.00,4.18,36.00,984.00,183.00,615.00,206.00,33.90,-118.00
218000.00,3.22,31.00,3730.00,853.00,2310.00,801.00,33.90,-118.00
224000.00,3.37,31.00,3210.00,727.00,1650.00,664.00,33.90,-118.00
226000.00,4.43,32.00,2070.00,438.00,1080.00,442.00,33.90,-118.00
207000.00,4.66,30.00,3100.00,628.00,1680.00,587.00,33.90,-118.00
192000.00,3.15,34.00,2120.00,517.00,1580.00,488.00,33.90,-118.00
196000.00,2.69,19.00,1790.00,447.00,1220.00,452.00,33.90,-118.00
197000.00,2.92,31.00,2840.00,774.00,1610.00,708.00,33.90,-118.00
227000.00,4.00,35.00,2990.00,601.00,1560.00,606.00,33.90,-118.00
242000.00,4.26,36.00,1950.00,341.00,992.00,363.00,33.90,-118.00
200000.00,3.33,37.00,1590.00,321.00,1000.00,323.00,33.90,-118.00
209000.00,2.79,35.00,2750.00,702.00,1590.00,614.00,34.00,-118.00
238000.00,3.69,25.00,3340.00,789.00,1690.00,751.00,33.90,-118.00
256000.00,3.76,25.00,1950.00,433.00,1130.00,429.00,33.90,-118.00
233000.00,3.94,25.00,5680.00,1220.00,3320.00,1120.00,33.90,-118.00
212000.00,4.98,42.00,1840.00,346.00,1030.00,339.00,33.90,-118.00
221000.00,3.34,34.00,1750.00,404.00,1080.00,410.00,33.90,-118.00
219000.00,4.49,36.00,2060.00,351.00,1130.00,358.00,33.90,-118.00
191000.00,3.93,35.00,2380.00,559.00,1800.00,546.00,33.90,-118.00
184000.00,4.38,36.00,1890.00,400.00,1230.00,386.00,33.90,-118.00
198000.00,4.32,40.00,1340.00,281.00,804.00,282.00,33.90,-118.00
161000.00,2.59,28.00,1040.00,252.00,912.00,245.00,33.90,-118.00
183000.00,2.52,30.00,915.00,234.00,646.00,211.00,33.90,-118.00
197000.00,3.14,19.00,3060.00,759.00,1560.00,740.00,33.90,-118.00
174000.00,4.64,34.00,682.00,132.00,491.00,144.00,33.90,-118.00
184000.00,3.79,35.00,620.00,122.00,381.00,124.00,33.90,-118.00
198000.00,3.69,35.00,1520.00,279.00,857.00,251.00,33.90,-118.00
184000.00,4.94,35.00,561.00,104.00,261.00,105.00,33.90,-118.00
222000.00,4.91,34.00,916.00,162.00,552.00,164.00,33.90,-118.00
182000.00,4.47,36.00,1100.00,204.00,569.00,201.00,33.90,-118.00
188000.00,3.05,34.00,2010.00,472.00,1090.00,423.00,33.90,-118.00
168000.00,4.88,40.00,513.00,100.00,399.00,99.00,33.90,-118.00
176000.00,4.27,36.00,1080.00,201.00,719.00,201.00,33.90,-118.00
168000.00,3.64,36.00,726.00,145.00,490.00,130.00,33.90,-118.00
160000.00,4.78,35.00,1150.00,248.00,809.00,246.00,33.90,-118.00
187000.00,4.96,29.00,889.00,166.00,597.00,163.00,33.90,-118.00
154000.00,4.09,22.00,1980.00,472.00,1230.00,457.00,33.90,-118.00
164000.00,2.64,29.00,505.00,113.00,411.00,113.00,33.90,-118.00
159000.00,3.80,14.00,2370.00,604.00,1550.00,464.00,33.90,-118.00
141000.00,3.42,34.00,1580.00,343.00,1360.00,324.00,33.90,-118.00
162000.00,4.05,36.00,1440.00,271.00,990.00,268.00,33.90,-118.00
166000.00,3.74,35.00,1990.00,419.00,1490.00,428.00,33.90,-118.00
165000.00,4.97,35.00,1590.00,335.00,1240.00,320.00,33.90,-118.00
168000.00,5.12,36.00,1550.00,297.00,1100.00,322.00,33.90,-118.00
160000.00,1.00,30.00,1370.00,460.00,920.00,410.00,33.90,-118.00
159000.00,3.76,36.00,1220.00,279.00,862.00,285.00,33.90,-118.00
